年 月 日 时 气温 露点温度 海平面压力 风向 风速 天气条件覆盖代码 液体沉淀深度(一小时) 液体沉淀深度(六小时)
2018 08 17 04   330   270 -9999   180    80 -9999 -9999 -9999
2018 08 17 05   340   260 -9999   180    80 -9999 -9999 -9999
2018 08 17 06   342   259  9964   160    60     6 -9999 -9999
2018 08 17 07   340   250 -9999   200    70 -9999 -9999 -9999
2018 08 17 08   330   260 -9999   200    80 -9999 -9999 -9999
2018 08 17 09   318   231  9972   180    30     4 -9999 -9999
2018 08 17 10   300   250 -9999   210    50 -9999 -9999 -9999
2018 08 17 11   300   240 -9999   220    40 -9999 -9999 -9999
2018 08 17 12   290   232  9991   140    30     2 -9999 -9999
2018 08 17 13   290   260 -9999   210    50 -9999 -9999 -9999
2018 08 17 14   290   260 -9999   200    50 -9999 -9999 -9999
2018 08 17 15   281   243 10011   160    30     9 -9999 -9999
2018 08 17 16   290   260 -9999   200    50 -9999 -9999 -9999
2018 08 17 17   280   260 -9999   200    50 -9999 -9999 -9999
2018 08 17 18   277   239 10005   140    10     9 -9999 -9999
2018 08 17 19   280   250 -9999   210    30 -9999 -9999 -9999
2018 08 17 20   270   250 -9999   230    20 -9999 -9999 -9999
2018 08 17 21   274   245 10013   140    20     9 -9999 -9999
2018 08 17 22   270   250 -9999   210    20 -9999 -9999 -9999
2018 08 17 23   290   250 -9999   140    20 -9999 -9999 -9999
2018 08 18 00   298   244 10024   140    20     4 -9999 -9999
2018 08 18 01   310   260 -9999   140    40 -9999 -9999 -9999
2018 08 18 02   320   250 -9999   140    30 -9999 -9999 -9999
2018 08 18 03   330   236 10022   180    20     5 -9999 -9999
2018 08 18 04   320   260 -9999   150    50 -9999 -9999 -9999
2018 08 18 05   320   250 -9999   150    40 -9999 -9999 -9999
2018 08 18 06   312   246 10013   140    70     7 -9999 -9999
2018 08 18 07   330   250 -9999   110    40 -9999 -9999 -9999
2018 08 18 08   320   250 -9999   120    50 -9999 -9999 -9999
2018 08 18 09   303   242 10005   140    60     6 -9999 -9999
2018 08 18 10   290   250 -9999   110    40 -9999 -9999 -9999
2018 08 18 11   290   250 -9999   130    30 -9999 -9999 -9999
2018 08 18 12   287   238 10028   140    40     7 -9999 -9999
2018 08 18 13   280   250 -9999   140    30 -9999 -9999 -9999
2018 08 18 14   280   260 -9999   140    20 -9999 -9999 -9999
2018 08 18 15   276   247 10038   160    20     9 -9999 -9999
2018 08 18 16   280   260 -9999   200    10 -9999 -9999 -9999
2018 08 18 17   280   250 -9999   180    10 -9999 -9999 -9999
2018 08 18 18   270   245 10026   180    10     9 -9999 -9999
2018 08 18 19   270   250 -9999     0     0 -9999 -9999 -9999
2018 08 18 20   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 18 21   271   238 10032   340    10     9 -9999 -9999
2018 08 18 22   270   260 -9999    10    20 -9999 -9999 -9999
2018 08 18 23   270   260 -9999    10    20 -9999 -9999 -9999
2018 08 19 00   283   239 10042    20    10     7 -9999 -9999
2018 08 19 01   290   250 -9999    10    20 -9999 -9999 -9999
2018 08 19 02   300   260 -9999    90    30 -9999 -9999 -9999
2018 08 19 03   317   251 10040   160    10     6 -9999 -9999
2018 08 19 04   320   250 -9999   110    50 -9999 -9999 -9999
2018 08 19 05   310   260 -9999   160    40 -9999 -9999 -9999
2018 08 19 06   269   251 10032    90    10     7 -9999    80
2018 08 19 07   320   250 -9999   130    40 -9999 -9999 -9999
2018 08 19 08   320   250 -9999   130    40 -9999 -9999 -9999
2018 08 19 09   309   255 10023   160    30     5 -9999 -9999
2018 08 19 10   300   250 -9999   150    40 -9999 -9999 -9999
2018 08 19 11   290   250 -9999   210    40 -9999 -9999 -9999
2018 08 19 12   274   250 10040    90    20     3 -9999    20
2018 08 19 13   290   260 -9999   190    40 -9999 -9999 -9999
2018 08 19 14   280   250 -9999   200    40 -9999 -9999 -9999
2018 08 19 15   274   247 10050   160    30     9 -9999 -9999
2018 08 19 16   280   250 -9999   220    30 -9999 -9999 -9999
2018 08 19 17   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 19 18   270   243 10034   160    10     9 -9999 -9999
2018 08 19 19   270   250 -9999     0     0 -9999 -9999 -9999
2018 08 19 20   270   250 -9999   360    10 -9999 -9999 -9999
2018 08 19 21   266   243 10037   250    10     9 -9999 -9999
2018 08 19 22   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 19 23   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 20 00   289   242 10046   140    10     6 -9999 -9999
2018 08 20 01   310   240 -9999   160    20 -9999 -9999 -9999
2018 08 20 02   320   250 -9999   140    30 -9999 -9999 -9999
2018 08 20 03   323   246 10037   160    20     5 -9999 -9999
2018 08 20 04   320   240 -9999   140    40 -9999 -9999 -9999
2018 08 20 05   310   250 -9999   140    50 -9999 -9999 -9999
2018 08 20 06   333   248 10014   140    30     6 -9999 -9999
2018 08 20 07   320   250 -9999   140    60 -9999 -9999 -9999
2018 08 20 08   320   250 -9999   140    50 -9999 -9999 -9999
2018 08 20 09   318   247 10007   140    50     3 -9999 -9999
2018 08 20 10   300   250 -9999   170    40 -9999 -9999 -9999
2018 08 20 11   290   240 -9999   190    50 -9999 -9999 -9999
2018 08 20 12   293   240 10021   140    40     2 -9999 -9999
2018 08 20 13   290   260 -9999   170    40 -9999 -9999 -9999
2018 08 20 14   290   260 -9999   160    40 -9999 -9999 -9999
2018 08 20 15   284   242 10024   160    20     9 -9999 -9999
2018 08 20 16   280   260 -9999   200    20 -9999 -9999 -9999
2018 08 20 17   280   260 -9999   210    30 -9999 -9999 -9999
2018 08 20 18   275   244 10013   140    30     9 -9999 -9999
2018 08 20 19   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 20 20   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 20 21   272   241 10016   220    10     9 -9999 -9999
2018 08 20 22   260   250 -9999   310    10     0 -9999 -9999
2018 08 20 23   290   250 -9999 -9999    10     0 -9999 -9999
2018 08 21 00   287   249 10017   140    20     7 -9999 -9999
2018 08 21 01   310   250 -9999   140    30 -9999 -9999 -9999
2018 08 21 02   310   250 -9999   160    40 -9999 -9999 -9999
2018 08 21 03   326   246 10012   180    30     5 -9999 -9999
2018 08 21 04   330   230 -9999   150    30 -9999 -9999 -9999
2018 08 21 05   340   250 -9999   110    40 -9999 -9999 -9999
2018 08 21 06   340   240  9988   110    30     3 -9999 -9999
2018 08 21 07   330   250 -9999   120    40 -9999 -9999 -9999
2018 08 21 08   320   240 -9999   120    50 -9999 -9999 -9999
2018 08 21 09   324   236  9982   140    60     2 -9999 -9999
2018 08 21 10   300   240 -9999   130    30 -9999 -9999 -9999
2018 08 21 11   290   240 -9999   110    20 -9999 -9999 -9999
2018 08 21 12   293   233 10011   140    50     1 -9999 -9999
2018 08 21 13   290   250 -9999   130    20 -9999 -9999 -9999
2018 08 21 14   290   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 21 15   286   233 10018   140    30     9 -9999 -9999
2018 08 21 16   280   250 -9999   350    10 -9999 -9999 -9999
2018 08 21 17   280   250 -9999   340    10 -9999 -9999 -9999
2018 08 21 18   278   230 10005   340    20     9 -9999 -9999
2018 08 21 19   280   250 -9999   360    20 -9999 -9999 -9999
2018 08 21 20   280   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 21 21   270   233 10002   320    20     9 -9999 -9999
2018 08 21 22   270   240 -9999   350    20 -9999 -9999 -9999
2018 08 21 23   290   250 -9999   350    20 -9999 -9999 -9999
2018 08 22 00   281   230 10015   340    20     6 -9999 -9999
2018 08 22 01   310   240 -9999    10    30 -9999 -9999 -9999
2018 08 22 02   320   240 -9999    50    50 -9999 -9999 -9999
2018 08 22 03   323   238 10009   180    10     7 -9999 -9999
2018 08 22 04   330   240 -9999    60    60 -9999 -9999 -9999
2018 08 22 05   330   250 -9999    70    70 -9999 -9999 -9999
2018 08 22 06   335   232  9985    90    30     7 -9999 -9999
2018 08 22 07   330   240 -9999    70    60 -9999 -9999 -9999
2018 08 22 08   320   250 -9999    80    50 -9999 -9999 -9999
2018 08 22 09   328   240  9971    70    30     2 -9999 -9999
2018 08 22 10   300   250 -9999    50    60 -9999 -9999 -9999
2018 08 22 11   300   250 -9999    60    50 -9999 -9999 -9999
2018 08 22 12   294   226  9996    70    30     1 -9999 -9999
2018 08 22 13   290   260 -9999    40    40 -9999 -9999 -9999
2018 08 22 14   290   260 -9999    30    40 -9999 -9999 -9999
2018 08 22 15   286   228 10008    40    10     9 -9999 -9999
2018 08 22 16   280   250 -9999    10    40 -9999 -9999 -9999
2018 08 22 17   280   250 -9999    20    30 -9999 -9999 -9999
2018 08 22 18   276   228  9999    70    20     9 -9999 -9999
2018 08 22 19   280   250 -9999    10    30 -9999 -9999 -9999
2018 08 22 20   280   240 -9999   360    30 -9999 -9999 -9999
2018 08 22 21   264   227  9993   340    20     9 -9999 -9999
2018 08 22 22   280   240 -9999   360    30 -9999 -9999 -9999
2018 08 22 23   290   240 -9999    20    30 -9999 -9999 -9999
2018 08 23 00   292   217 10007   340    20     2 -9999 -9999
2018 08 23 01   310   220 -9999    20    80 -9999 -9999 -9999
2018 08 23 02   320   230 -9999    30    80 -9999 -9999 -9999
2018 08 23 03   328   223  9999    20    40     5 -9999 -9999
2018 08 23 04   330   240 -9999    30    80 -9999 -9999 -9999
2018 08 23 05   330   230 -9999    40    90 -9999 -9999 -9999
2018 08 23 06   344   221  9982    70    40     4 -9999 -9999
2018 08 23 07   330   230 -9999    50   100 -9999 -9999 -9999
2018 08 23 08   330   240 -9999    50    90 -9999 -9999 -9999
2018 08 23 09   331   231  9980   140    30     4 -9999 -9999
2018 08 23 10   300   250 -9999    30    70 -9999 -9999 -9999
2018 08 23 11   300   240 -9999    30    70 -9999 -9999 -9999
2018 08 23 12   300   214 10004    70    40     5 -9999 -9999
2018 08 23 13   300   250 -9999    20    60 -9999 -9999 -9999
2018 08 23 14   280   260 -9999    30    60 -9999 -9999 -9999
2018 08 23 15   292   219 10006   340    20     9 -9999 -9999
2018 08 23 16   270   260 -9999    10    40 -9999 -9999 -9999
2018 08 23 17   270   260 -9999    30    80 -9999 -9999 -9999
2018 08 23 18   281   228  9992   320    20     9 -9999     3
2018 08 23 19   260   250 -9999   360    40 -9999 -9999 -9999
2018 08 23 20   260   250 -9999   360    50 -9999 -9999 -9999
2018 08 23 21   248   238  9999   320    30     9 -9999 -9999
2018 08 23 22   260   240 -9999   360    30 -9999 -9999 -9999
2018 08 23 23   250   250 -9999   350    40 -9999 -9999 -9999
2018 08 24 00   256   238 10008   320    30     8 -9999    80
2018 08 24 01   260   250 -9999   330    30 -9999 -9999 -9999
2018 08 24 02   260   250 -9999   340    20 -9999 -9999 -9999
2018 08 24 03   261   240 10008   290    40     8 -9999 -9999
2018 08 24 04   260   250 -9999   360    40 -9999 -9999 -9999
2018 08 24 05   270   240 -9999   360    50 -9999 -9999 -9999
2018 08 24 06   263   243  9995   290    50     8 -9999    30
2018 08 24 07   280   230 -9999   360    40 -9999 -9999 -9999
2018 08 24 08   280   230 -9999   360    50 -9999 -9999 -9999
2018 08 24 09   277   233  9991   320    30     8 -9999 -9999
2018 08 24 10   250   240 -9999   360    30 -9999 -9999 -9999
2018 08 24 11   250   240 -9999    10    40 -9999 -9999 -9999
2018 08 24 12   248   227 10005    90    10     8 -9999    60
2018 08 24 13   240   240 -9999   350    30 -9999 -9999 -9999
2018 08 24 14   250   230 -9999   350    30 -9999 -9999 -9999
2018 08 24 15   246   237 10005   320    30     9 -9999 -9999
2018 08 24 16   240   230 -9999   330    30 -9999 -9999 -9999
2018 08 24 17   240   240 -9999   330    30 -9999 -9999 -9999
2018 08 24 18   240   233  9990   320    30     9 -9999   140
2018 08 24 19   250   240 -9999   350    30 -9999 -9999 -9999
2018 08 24 20   250   240 -9999   340    30 -9999 -9999 -9999
2018 08 24 21   237   229  9985   320    30     9 -9999 -9999
2018 08 24 22   250   250 -9999 -9999    10 -9999 -9999 -9999
2018 08 24 23   260   260 -9999    50    30 -9999 -9999 -9999
2018 08 25 00   244   234  9993   290    40     7 -9999    90
2018 08 25 01   280   260 -9999    70    50 -9999 -9999 -9999
2018 08 25 02   280   260 -9999    90    30 -9999 -9999 -9999
2018 08 25 03   253   241  9998   160    10     8 -9999 -9999
2018 08 25 04   290   260 -9999   100    40 -9999 -9999 -9999
2018 08 25 05   300   260 -9999   100    40 -9999 -9999 -9999
2018 08 25 06   260   253  9988   320    10     8 -9999   120
2018 08 25 07   270   260 -9999    70    40 -9999 -9999 -9999
2018 08 25 08   280   260 -9999    60    50 -9999 -9999 -9999
2018 08 25 09   261   252  9991   340    10     8 -9999 -9999
2018 08 25 10   280   260 -9999    40    30 -9999 -9999 -9999
2018 08 25 11   280   260 -9999    30    50 -9999 -9999 -9999
2018 08 25 12   259   252 10006   250    10     7 -9999    10
2018 08 25 13   280   260 -9999    50    70 -9999 -9999 -9999
2018 08 25 14   280   270 -9999    50    60 -9999 -9999 -9999
2018 08 25 15   260   248 10007   270    10     9 -9999 -9999
2018 08 25 16   280   260 -9999    50    80 -9999 -9999 -9999
2018 08 25 17   280   270 -9999    50    70 -9999 -9999 -9999
2018 08 25 18   278   234  9996    90    40     9 -9999    20
2018 08 25 19   280   260 -9999    40    80 -9999 -9999 -9999
2018 08 25 20   280   260 -9999    50    70 -9999 -9999 -9999
2018 08 25 21   269   240  9995    70    10     9 -9999 -9999
2018 08 25 22   270   260 -9999    90    40 -9999 -9999 -9999
2018 08 25 23   280   270 -9999   100    30 -9999 -9999 -9999
2018 08 26 00   264   252 10012   220    20     8 -9999    20
2018 08 26 01   300   260 -9999   100    40 -9999 -9999 -9999
2018 08 26 02   300   250 -9999    90    40 -9999 -9999 -9999
2018 08 26 03   278   246 10017   110    30     8 -9999 -9999
2018 08 26 04   290   260 -9999    80    60 -9999 -9999 -9999
2018 08 26 05   290   280 -9999    60    60 -9999 -9999 -9999
2018 08 26 06   272   254 10006   140    30     8 -9999    60
2018 08 26 07   300   260 -9999    60    80 -9999 -9999 -9999
2018 08 26 08   280   260 -9999    70    70 -9999 -9999 -9999
2018 08 26 09   274   241 10004   110    10     7 -9999 -9999
2018 08 26 10   270   260 -9999    40    60 -9999 -9999 -9999
2018 08 26 11   270   260 -9999    80    40 -9999 -9999 -9999
2018 08 26 12   260   246 10006    70    20     8 -9999   240
2018 08 26 13   270   260 -9999   130    30 -9999 -9999 -9999
2018 08 26 14   270   260 -9999   130    10 -9999 -9999 -9999
2018 08 26 15   259   252 10024   140    20     9 -9999 -9999
2018 08 26 16   270   260 -9999   150    30 -9999 -9999 -9999
2018 08 26 17   270   260 -9999   150    20 -9999 -9999 -9999
2018 08 26 18   257   250 10022    70    10     9 -9999    90
2018 08 26 19   270   260 -9999   140    30 -9999 -9999 -9999
2018 08 26 20   270   260 -9999   150    20 -9999 -9999 -9999
2018 08 26 21   256   249 10025   360    20     9 -9999 -9999
2018 08 26 22   270   260 -9999   140    20 -9999 -9999 -9999
2018 08 26 23   280   260 -9999   120    30 -9999 -9999 -9999
2018 08 27 00   270   252 10038   290    10     7 -9999    10
2018 08 27 01   290   260 -9999   160    40 -9999 -9999 -9999
2018 08 27 02   280   260 -9999   190    40 -9999 -9999 -9999
2018 08 27 03   261   247 10046    40    20     7 -9999 -9999
2018 08 27 04   290   250 -9999   200    50 -9999 -9999 -9999
2018 08 27 05   310   250 -9999   190    50 -9999 -9999 -9999
2018 08 27 06   276   247 10036    40    20     7 -9999   130
2018 08 27 07   290   250 -9999   130    50 -9999 -9999 -9999
2018 08 27 08   290   250 -9999   130    50 -9999 -9999 -9999
2018 08 27 09   285   241 10031    90    20     7 -9999 -9999
2018 08 27 10   270   250 -9999   170    50 -9999 -9999 -9999
2018 08 27 11   280   250 -9999   180    30 -9999 -9999 -9999
2018 08 27 12   264   239 10051   140    50     7 -9999     5
2018 08 27 13   280   250 -9999   150    30 -9999 -9999 -9999
2018 08 27 14   260   250 -9999   130    20 -9999 -9999 -9999
2018 08 27 15   264   235 10058   110    30     9 -9999 -9999
2018 08 27 16   260   250 -9999   200    30 -9999 -9999 -9999
2018 08 27 17   270   250 -9999   170    40 -9999 -9999 -9999
2018 08 27 18   259   234 10053   140    20     9 -9999 -9999
2018 08 27 19   270   250 -9999   170    30 -9999 -9999 -9999
2018 08 27 20   270   250 -9999   190    20 -9999 -9999 -9999
2018 08 27 21   260   229 10052   140    20     9 -9999 -9999
2018 08 27 22   260   250 -9999   150    20 -9999 -9999 -9999
2018 08 27 23   260   240 -9999   160    40 -9999 -9999 -9999
2018 08 28 00   260   239 10059   160    20     8 -9999    10
2018 08 28 01   270   240 -9999   140    50 -9999 -9999 -9999
2018 08 28 02   260   250 -9999   120    80 -9999 -9999 -9999
2018 08 28 03   265   249 10054   320    10     8 -9999 -9999
2018 08 28 04   280   250 -9999   190    60 -9999 -9999 -9999
2018 08 28 05   280   250 -9999   180    70 -9999 -9999 -9999
2018 08 28 06   247   238 10055   140    30     8 -9999    90
2018 08 28 07   280   240 -9999   170    60 -9999 -9999 -9999
2018 08 28 08   280   240 -9999   170    50 -9999 -9999 -9999
2018 08 28 09   255   239 10055   140    20     7 -9999 -9999
2018 08 28 10   260   250 -9999   150    60 -9999 -9999 -9999
2018 08 28 11   260   240 -9999   180    60 -9999 -9999 -9999
2018 08 28 12   251   235 10068   140    40     6 -9999    30
2018 08 28 13   260   240 -9999   170    70 -9999 -9999 -9999
2018 08 28 14   260   250 -9999   160    60 -9999 -9999 -9999
2018 08 28 15   244   235 10066   140    30     9 -9999 -9999
2018 08 28 16   260   240 -9999   170    70 -9999 -9999 -9999
2018 08 28 17   260   240 -9999   180    70 -9999 -9999 -9999
2018 08 28 18   241   232 10056   110    40     9 -9999    70
2018 08 28 19   270   240 -9999   170    80 -9999 -9999 -9999
2018 08 28 20   270   240 -9999   170    80 -9999 -9999 -9999
2018 08 28 21   241   234 10052   160    40     9 -9999 -9999
2018 08 28 22   260   240 -9999   170    50 -9999 -9999 -9999
2018 08 28 23   260   240 -9999   190    80 -9999 -9999 -9999
2018 08 29 00   250   240 10061   110    20     7 -9999   150
2018 08 29 01   270   250 -9999   180    70 -9999 -9999 -9999
2018 08 29 02   280   250 -9999   180    70 -9999 -9999 -9999
2018 08 29 03   249   240 10067    90    10     8 -9999 -9999
2018 08 29 04   270   250 -9999   160    80 -9999 -9999 -9999
2018 08 29 05   290   250 -9999   180    80 -9999 -9999 -9999
2018 08 29 06   260   240 10058   160    20     8 -9999   220
2018 08 29 07   280   240 -9999   200    70 -9999 -9999 -9999
2018 08 29 08   280   240 -9999   190    70 -9999 -9999 -9999
2018 08 29 09   250   240 10057   110    40     8 -9999 -9999
2018 08 29 10   270   240 -9999   170    70 -9999 -9999 -9999
2018 08 29 11   270   240 -9999   180    80 -9999 -9999 -9999
2018 08 29 12   244   235 10075   110    30     7 -9999   180
2018 08 29 13   260   250 -9999   180    60 -9999 -9999 -9999
2018 08 29 14   260   250 -9999   180    60 -9999 -9999 -9999
2018 08 29 15   238   231 10084   140    40     9 -9999 -9999
2018 08 29 16   250   240 -9999   210    40 -9999 -9999 -9999
2018 08 29 17   250   240 -9999   210    70 -9999 -9999 -9999
2018 08 29 18   237   230 10081   140    10     9 -9999    80
2018 08 29 19   250   240 -9999   200    40 -9999 -9999 -9999
2018 08 29 20   250   240 -9999   210    30 -9999 -9999 -9999
2018 08 29 21   242   228 10081    70    10     9 -9999 -9999
2018 08 29 22   260   240 -9999   250    20 -9999 -9999 -9999
2018 08 29 23   250   250 -9999   250    20 -9999 -9999 -9999
2018 08 30 00   243   234 10096   140    20     8 -9999     7
2018 08 30 01   250   240 -9999   200    80 -9999 -9999 -9999
2018 08 30 02   260   240 -9999   200    60 -9999 -9999 -9999
2018 08 30 03   241   234 10102   140    30     8 -9999 -9999
2018 08 30 04   270   250 -9999   190    80 -9999 -9999 -9999
2018 08 30 05   270   250 -9999   200    80 -9999 -9999 -9999
2018 08 30 06   249   239 10090   140    20     8 -9999   140
2018 08 30 07   260   240 -9999   200    80 -9999 -9999 -9999
2018 08 30 08   260   240 -9999   210    70 -9999 -9999 -9999
2018 08 30 09   242   232 10088   140    40     8 -9999 -9999
2018 08 30 10   260   240 -9999   200    50 -9999 -9999 -9999
2018 08 30 11   260   240 -9999   200    40 -9999 -9999 -9999
2018 08 30 12   247   231 10107   140    30     8 -9999    60
2018 08 30 13   260   240 -9999   200    50 -9999 -9999 -9999
2018 08 30 14   260   250 -9999   200    50 -9999 -9999 -9999
2018 08 30 15   250   232 10123   140    30     9 -9999 -9999
2018 08 30 16   260   240 -9999   220    30 -9999 -9999 -9999
2018 08 30 17   260   240 -9999   210    60 -9999 -9999 -9999
2018 08 30 18   241   231 10120   140    30     9 -9999     2
2018 08 30 19   240   230 -9999 -9999    10 -9999 -9999 -9999
2018 08 30 20   240   230 -9999 -9999    10 -9999 -9999 -9999
2018 08 30 21   237   227 10120   140    20     9 -9999 -9999
2018 08 30 22   240   240 -9999   250    10 -9999 -9999 -9999
2018 08 30 23   250   240 -9999 -9999    10 -9999 -9999 -9999
2018 08 31 00   241   232 10129    40    10     8 -9999    50
2018 08 31 01   260   250 -9999   250    20 -9999 -9999 -9999
2018 08 31 02   260   250 -9999   240    20 -9999 -9999 -9999
2018 08 31 03   275   241 10127   290    10     7 -9999 -9999
2018 08 31 04   280   250 -9999   170    20 -9999 -9999 -9999
2018 08 31 05   280   240 -9999   210    50 -9999 -9999 -9999
2018 08 31 06   292   250 10106   160    30     7 -9999    -1
2018 08 31 07   290   240 -9999   180    40 -9999 -9999 -9999
2018 08 31 08   290   250 -9999   190    60 -9999 -9999 -9999
2018 08 31 09   287   234 10097   200    30     7 -9999 -9999
2018 08 31 10   280   250 -9999   200    60 -9999 -9999 -9999
2018 08 31 11   270   240 -9999   200    50 -9999 -9999 -9999
2018 08 31 12   267   232 10116   140    20     7 -9999 -9999
2018 08 31 13   270   250 -9999   200    50 -9999 -9999 -9999
2018 08 31 14   270   250 -9999   200    40 -9999 -9999 -9999
2018 08 31 15   259   232 10124   110    20     9 -9999 -9999
2018 08 31 16   260   250 -9999   210    30 -9999 -9999 -9999
2018 08 31 17   270   250 -9999   200    30 -9999 -9999 -9999
2018 08 31 18   255   234 10117   340    10     9 -9999    10
2018 08 31 19   250   230 -9999 -9999    10 -9999 -9999 -9999
2018 08 31 20   240   230 -9999   300    10 -9999 -9999 -9999
2018 08 31 21   246   225 10107   270    10     9 -9999 -9999
2018 08 31 22   250   230 -9999   300    20 -9999 -9999 -9999
2018 08 31 23   260   230 -9999   300    20 -9999 -9999 -9999
2018 09 01 00   256   240 10114   290    20     8 -9999     1
2018 09 01 01   270   230 -9999   270    20 -9999 -9999 -9999
2018 09 01 02   290   240 -9999   260    20 -9999 -9999 -9999
2018 09 01 03   282   236 10113   220    10     7 -9999 -9999
2018 09 01 04   300   240 -9999   150    20 -9999 -9999 -9999
2018 09 01 05   300   240 -9999   190    20 -9999 -9999 -9999
2018 09 01 06   322   237 10082   270    10     5 -9999 -9999
2018 09 01 07   320   250 -9999   190    60 -9999 -9999 -9999
2018 09 01 08   310   250 -9999   210    60 -9999 -9999 -9999
2018 09 01 09   274   234 10084   160    50     7 -9999 -9999
2018 09 01 10   270   240 -9999   220    30 -9999 -9999 -9999
2018 09 01 11   270   240 -9999   280    30 -9999 -9999 -9999
2018 09 01 12   251   235 10091   320    30     7 -9999     6
2018 09 01 13   260   240 -9999   210    30 -9999 -9999 -9999
2018 09 01 14   260   240 -9999   230    30 -9999 -9999 -9999
2018 09 01 15   252   236 10095   340    30     9 -9999 -9999
2018 09 01 16   270   240 -9999   250    20 -9999 -9999 -9999
2018 09 01 17   270   240 -9999   270    20 -9999 -9999 -9999
2018 09 01 18   249   231 10083   290    20     9 -9999     1
2018 09 01 19   260   240 -9999   210    20 -9999 -9999 -9999
2018 09 01 20   250   240 -9999 -9999    10 -9999 -9999 -9999
2018 09 01 21   244   232 10082   290    20     9 -9999 -9999
2018 09 01 22   250   240 -9999   260    30 -9999 -9999 -9999
2018 09 01 23   260   240 -9999   280    30 -9999 -9999 -9999
2018 09 02 00   261   230 10086   270    10     2 -9999 -9999
2018 09 02 01   290   240 -9999   260    20 -9999 -9999 -9999
2018 09 02 02   310   240 -9999   270    30 -9999 -9999 -9999
2018 09 02 03   309   236 10074   290    10     2 -9999 -9999
2018 09 02 04   310   250 -9999   170    60 -9999 -9999 -9999
2018 09 02 05   320   240 -9999   180    50 -9999 -9999 -9999
2018 09 02 06   343   214 10050   320    30     2 -9999 -9999
2018 09 02 07   320   240 -9999   170    60 -9999 -9999 -9999
2018 09 02 08   310   250 -9999   180    60 -9999 -9999 -9999
2018 09 02 09   321   239 10041   160    40     3 -9999 -9999
2018 09 02 10   300   250 -9999   190    50 -9999 -9999 -9999
2018 09 02 11   290   250 -9999   200    40 -9999 -9999 -9999
2018 09 02 12   294   238 10058   160    30     3 -9999 -9999
2018 09 02 13   280   250 -9999   210    30 -9999 -9999 -9999
2018 09 02 14   270   250 -9999   210    20 -9999 -9999 -9999
2018 09 02 15   281   241 10062   160    20     9 -9999 -9999
2018 09 02 16   270   250 -9999   230    30 -9999 -9999 -9999
2018 09 02 17   260   250 -9999   220    20     0 -9999 -9999
2018 09 02 18   272   241 10054   160    20     9 -9999 -9999
2018 09 02 19   260   240 -9999   230    20     0 -9999 -9999
2018 09 02 20   260   250 -9999   230    30     0 -9999 -9999
2018 09 02 21   260   242 10051   320    10     9 -9999 -9999
2018 09 02 22   260   250 -9999   230    30     0 -9999 -9999
2018 09 02 23   270   250 -9999   220    30     0 -9999 -9999
2018 09 03 00   281   241 10064   210    30     3 -9999 -9999
2018 09 03 01   300   250 -9999   190    40 -9999 -9999 -9999
2018 09 03 02   310   250 -9999   190    50     0 -9999 -9999
2018 09 03 03   320   243 10055   220    10     3 -9999 -9999
2018 09 03 04   320   260 -9999   180    70 -9999 -9999 -9999
2018 09 03 05   320   260 -9999   180    70 -9999 -9999 -9999
2018 09 03 06   355   235 10028   250    20     2 -9999 -9999
2018 09 03 07   310   250 -9999   180    80 -9999 -9999 -9999
2018 09 03 08   310   260 -9999   180    60 -9999 -9999 -9999
2018 09 03 09   329   244 10020   160    30     2 -9999 -9999
2018 09 03 10   290   250 -9999   200    60 -9999 -9999 -9999
2018 09 03 11   280   260 -9999   200    60 -9999 -9999 -9999
2018 09 03 12   296   249 10033   140    40     2 -9999 -9999
2018 09 03 13   280   250 -9999   200    30 -9999 -9999 -9999
2018 09 03 14   280   260 -9999   200    40 -9999 -9999 -9999
2018 09 03 15   287   247 10036   160    20     9 -9999 -9999
2018 09 03 16   270   260 -9999   200    30 -9999 -9999 -9999
2018 09 03 17   270   250 -9999   210    20 -9999 -9999 -9999
2018 09 03 18   281   251 10030   290    20     9 -9999 -9999
2018 09 03 19   270   250 -9999   210    30     0 -9999 -9999
2018 09 03 20   270   260 -9999   210    30     0 -9999 -9999
2018 09 03 21   275   248 10032   220    10     9 -9999 -9999
2018 09 03 22   270   250 -9999   220    20     0 -9999 -9999
2018 09 03 23   280   260 -9999   200    30     0 -9999 -9999
2018 09 04 00   293   246 10045   320    20     3 -9999 -9999
2018 09 04 01   300   260 -9999   190    50     0 -9999 -9999
2018 09 04 02   310   260 -9999   190    50     0 -9999 -9999
2018 09 04 03   339   248 10038   290    20     6 -9999 -9999
2018 09 04 04   320   270 -9999   180    70 -9999 -9999 -9999
2018 09 04 05   320   270 -9999   180    70 -9999 -9999 -9999
2018 09 04 06   359   248 10015   340    20     7 -9999 -9999
2018 09 04 07   310   260 -9999   170    70 -9999 -9999 -9999
2018 09 04 08   270   250 -9999   290    60 -9999 -9999 -9999
