年 月 日 时 气温 露点温度 海平面压力 风向 风速 天气条件覆盖代码 液体沉淀深度(一小时) 液体沉淀深度(六小时)
2018 09 04 09   285   245 10027   140    30     7 -9999 -9999
2018 09 04 10   280   260 -9999   260    20 -9999 -9999 -9999
2018 09 04 11   270   250 -9999 -9999    10 -9999 -9999 -9999
2018 09 04 12   265   247 10048   140    10     8 -9999    70
2018 09 04 13   270   260 -9999 -9999    10     0 -9999 -9999
2018 09 04 14   270   260 -9999     0     0     0 -9999 -9999
2018 09 04 15   268   252 10053   160    20     9 -9999 -9999
2018 09 04 16   280   260 -9999   330    10 -9999 -9999 -9999
2018 09 04 17   280   260 -9999    30    20 -9999 -9999 -9999
2018 09 04 18   274   252 10047   220    10     9 -9999    20
2018 09 04 19   280   260 -9999    20    30 -9999 -9999 -9999
2018 09 04 20   280   260 -9999    30    20 -9999 -9999 -9999
2018 09 04 21   272   250 10051   340    10     9 -9999 -9999
2018 09 04 22   270   260 -9999    20    20 -9999 -9999 -9999
2018 09 04 23   280   270 -9999    30    40 -9999 -9999 -9999
2018 09 05 00   283   251 10066    50    40     8 -9999 -9999
2018 09 05 01   300   260 -9999    30    40 -9999 -9999 -9999
2018 09 05 02   300   260 -9999    50    50 -9999 -9999 -9999
2018 09 05 03   296   264 10067   140    20     7 -9999 -9999
2018 09 05 04   320   260 -9999    70    40 -9999 -9999 -9999
2018 09 05 05   320   260 -9999    80    40 -9999 -9999 -9999
2018 09 05 06   331   266 10043   110    30     6 -9999     0
2018 09 05 07   310   260 -9999    70    60 -9999 -9999 -9999
2018 09 05 08   310   260 -9999    70    50 -9999 -9999 -9999
2018 09 05 09   309   248 10038   140    40     6 -9999 -9999
2018 09 05 10   290   260 -9999    90    30 -9999 -9999 -9999
2018 09 05 11   280   260 -9999   110    30 -9999 -9999 -9999
2018 09 05 12   290   241 10065   180    10     7 -9999     0
2018 09 05 13   280   260 -9999    80    20 -9999 -9999 -9999
2018 09 05 14   280   260 -9999    80    20 -9999 -9999 -9999
2018 09 05 15   280   250 10077   180    20     9 -9999 -9999
2018 09 05 16   270   260 -9999     0     0     0 -9999 -9999
2018 09 05 17   270   260 -9999   350    10 -9999 -9999 -9999
2018 09 05 18   272   247 10063   160    20     9 -9999 -9999
2018 09 05 19   270   260 -9999     0     0 -9999 -9999 -9999
2018 09 05 20   270   260 -9999   100    20 -9999 -9999 -9999
2018 09 05 21   272   239 10064    70    10     9 -9999 -9999
2018 09 05 22   260   260 -9999   340    10 -9999 -9999 -9999
2018 09 05 23   270   260 -9999 -9999    10 -9999 -9999 -9999
2018 09 06 00   280   244 10073   340    10     6 -9999 -9999
2018 09 06 01   300   260 -9999 -9999    10 -9999 -9999 -9999
2018 09 06 02   310   260 -9999    90    20 -9999 -9999 -9999
2018 09 06 03   326   238 10065   160    20     2 -9999 -9999
2018 09 06 04   320   260 -9999    90    50 -9999 -9999 -9999
2018 09 06 05   320   240 -9999   110    50 -9999 -9999 -9999
2018 09 06 06   343   243 10043   110    30     2 -9999 -9999
2018 09 06 07   320   250 -9999   100    40 -9999 -9999 -9999
2018 09 06 08   310   250 -9999   110    40 -9999 -9999 -9999
2018 09 06 09   301   243 10042   160    50     6 -9999 -9999
2018 09 06 10   290   260 -9999    90    20 -9999 -9999 -9999
2018 09 06 11   280   260 -9999    90    20 -9999 -9999 -9999
2018 09 06 12   288   244 10065   180    20     2 -9999 -9999
2018 09 06 13   280   260 -9999    90    20 -9999 -9999 -9999
2018 09 06 14   280   260 -9999 -9999    10 -9999 -9999 -9999
2018 09 06 15   284   250 10075   160    10     9 -9999 -9999
2018 09 06 16   270   260 -9999   360    10 -9999 -9999 -9999
2018 09 06 17   270   260 -9999   320    10 -9999 -9999 -9999
2018 09 06 18   279   243 10064   320    10     9 -9999 -9999
2018 09 06 19   270   250 -9999 -9999    10     0 -9999 -9999
2018 09 06 20   260   260 -9999   340    10     0 -9999 -9999
2018 09 06 21   267   242 10061   270    10     9 -9999 -9999
2018 09 06 22   260   250 -9999 -9999    10     0 -9999 -9999
2018 09 06 23   280   260 -9999   280    10     0 -9999 -9999
2018 09 07 00   285   245 10070   270    10     3 -9999 -9999
2018 09 07 01   300   250 -9999 -9999    10 -9999 -9999 -9999
2018 09 07 02   310   250 -9999   190    30 -9999 -9999 -9999
2018 09 07 03   321   239 10067   320    20     6 -9999 -9999
2018 09 07 04   320   250 -9999   140    40 -9999 -9999 -9999
2018 09 07 05   320   250 -9999   140    50     0 -9999 -9999
2018 09 07 06   331   243 10042   140    40     7 -9999 -9999
2018 09 07 07   300   250 -9999   140    40     0 -9999 -9999
2018 09 07 08   300   250 -9999   120    40     0 -9999 -9999
2018 09 07 09   304   250 10045   160    30     7 -9999 -9999
2018 09 07 10   290   250 -9999   100    40 -9999 -9999 -9999
2018 09 07 11   290   250 -9999   130    30 -9999 -9999 -9999
2018 09 07 12   288   244 10074   250    10     6 -9999 -9999
2018 09 07 13   250   240 -9999    50   100 -9999 -9999 -9999
2018 09 07 14   240   230 -9999    50   120 -9999 -9999 -9999
2018 09 07 15   241   225 10102   160    10     9 -9999 -9999
2018 09 07 16   240   210 -9999    30    60 -9999 -9999 -9999
2018 09 07 17   230   210 -9999    20    40 -9999 -9999 -9999
2018 09 07 18   238   205 10093    90    30     9 -9999   210
2018 09 07 19   230   220 -9999   320    20 -9999 -9999 -9999
2018 09 07 20   230   220 -9999 -9999    10 -9999 -9999 -9999
2018 09 07 21   238   215 10089   340    20     9 -9999 -9999
2018 09 07 22   240   220 -9999 -9999    10 -9999 -9999 -9999
2018 09 07 23   240   220 -9999   360    20 -9999 -9999 -9999
2018 09 08 00   234   215 10108   320    20     8 -9999     6
2018 09 08 01   250   200 -9999    20    50 -9999 -9999 -9999
2018 09 08 02   240   200 -9999    20    40 -9999 -9999 -9999
2018 09 08 03   228   209 10122   360    20     8 -9999 -9999
2018 09 08 04   240   210 -9999    30    70 -9999 -9999 -9999
2018 09 08 05   230   210 -9999    20    50 -9999 -9999 -9999
2018 09 08 06   232   202 10111    20    20     8 -9999     3
2018 09 08 07   230   210 -9999   330    30 -9999 -9999 -9999
2018 09 08 08   230   210 -9999    30    60 -9999 -9999 -9999
2018 09 08 09   228   200 10116   360    30     8 -9999 -9999
2018 09 08 10   220   210 -9999    20    50 -9999 -9999 -9999
2018 09 08 11   220   200 -9999    20    50 -9999 -9999 -9999
2018 09 08 12   223   195 10131   360    40     8 -9999     5
2018 09 08 13   220   200 -9999    20    50 -9999 -9999 -9999
2018 09 08 14   210   210 -9999    20    50 -9999 -9999 -9999
2018 09 08 15   223   197 10137   340    20     9 -9999 -9999
2018 09 08 16   210   200 -9999   350    20 -9999 -9999 -9999
2018 09 08 17   220   200 -9999   350    30 -9999 -9999 -9999
2018 09 08 18   228   186 10125   340    20     9 -9999 -9999
2018 09 08 19   220   200 -9999   330    20 -9999 -9999 -9999
2018 09 08 20   220   200 -9999   340    20 -9999 -9999 -9999
2018 09 08 21   212   197 10130   270    10     9 -9999 -9999
2018 09 08 22   220   200 -9999   360    20 -9999 -9999 -9999
2018 09 08 23   220   200 -9999    20    40 -9999 -9999 -9999
2018 09 09 00   215   203 10147   320    10     8 -9999     6
2018 09 09 01   210   210 -9999    30    60 -9999 -9999 -9999
2018 09 09 02   220   190 -9999    30    90 -9999 -9999 -9999
2018 09 09 03   225   187 10154    20    50     8 -9999 -9999
2018 09 09 04   240   180 -9999    30    70 -9999 -9999 -9999
2018 09 09 05   250   180 -9999    20    80 -9999 -9999 -9999
2018 09 09 06   234   167 10146    20    20     8 -9999     2
2018 09 09 07   250   180 -9999    40    80 -9999 -9999 -9999
2018 09 09 08   260   180 -9999    30    80 -9999 -9999 -9999
2018 09 09 09   232   179 10144   270    20 -9999 -9999 -9999
2018 09 09 10   250   190 -9999    40    70 -9999 -9999 -9999
2018 09 09 11   250   190 -9999    40    80 -9999 -9999 -9999
2018 09 09 12   229   191 10158   290    20     8 -9999    -1
2018 09 09 13   250   200 -9999    40    80 -9999 -9999 -9999
2018 09 09 14   250   190 -9999    10    50 -9999 -9999 -9999
2018 09 09 15   230   185 10167   340    10     9 -9999 -9999
2018 09 09 16   240   200 -9999    30    50 -9999 -9999 -9999
2018 09 09 17   240   200 -9999    50    60 -9999 -9999 -9999
2018 09 09 18   228   196 10157   320    20     9 -9999 -9999
2018 09 09 19   240   200 -9999    10    40 -9999 -9999 -9999
2018 09 09 20   250   190 -9999    20    50 -9999 -9999 -9999
2018 09 09 21   225   178 10150   340    20     9 -9999 -9999
2018 09 09 22   250   180 -9999    30    70 -9999 -9999 -9999
2018 09 09 23   250   180 -9999    30    80 -9999 -9999 -9999
2018 09 10 00   251   165 10160   360    30     7 -9999 -9999
2018 09 10 01   270   180 -9999    30   100 -9999 -9999 -9999
2018 09 10 02   280   190 -9999    30   100 -9999 -9999 -9999
2018 09 10 03   275   168 10155    40    40     7 -9999 -9999
2018 09 10 04   280   190 -9999    40   110 -9999 -9999 -9999
2018 09 10 05   290   190 -9999    40   120 -9999 -9999 -9999
2018 09 10 06   283   166 10134   360    40     7 -9999 -9999
2018 09 10 07   280   190 -9999    40   120 -9999 -9999 -9999
2018 09 10 08   270   180 -9999    40   110 -9999 -9999 -9999
2018 09 10 09   275   179 10127    40    20     7 -9999 -9999
2018 09 10 10   270   160 -9999    50   110 -9999 -9999 -9999
2018 09 10 11   260   180 -9999    40   110 -9999 -9999 -9999
2018 09 10 12   257   176 10140    70    40     7 -9999 -9999
2018 09 10 13   260   160 -9999    40   100 -9999 -9999 -9999
2018 09 10 14   250   170 -9999    30    90 -9999 -9999 -9999
2018 09 10 15   246   173 10141    70    30     9 -9999 -9999
2018 09 10 16   250   160 -9999    20    80 -9999 -9999 -9999
2018 09 10 17   250   160 -9999    10    50 -9999 -9999 -9999
2018 09 10 18   249   161 10117   320    20     9 -9999 -9999
2018 09 10 19   250   180 -9999    10    60 -9999 -9999 -9999
2018 09 10 20   250   180 -9999    10    50 -9999 -9999 -9999
2018 09 10 21   243   175 10109   340    20     9 -9999 -9999
2018 09 10 22   250   190 -9999    10    60 -9999 -9999 -9999
2018 09 10 23   250   190 -9999    10    50 -9999 -9999 -9999
2018 09 11 00   250   189 10125    90    20     7 -9999 -9999
2018 09 11 01   240   210 -9999    10    50 -9999 -9999 -9999
2018 09 11 02   250   210 -9999    10    60 -9999 -9999 -9999
2018 09 11 03   262   203 10122   200    10     7 -9999 -9999
2018 09 11 05   250   220 -9999    20    70 -9999 -9999 -9999
2018 09 11 06   252   209 10104   340    20     8 -9999 -9999
2018 09 11 07   240   230 -9999   340    20 -9999 -9999 -9999
2018 09 11 08   230   220 -9999   320    30 -9999 -9999 -9999
2018 09 11 09   236   224 10105   290    10     8 -9999 -9999
2018 09 11 10   230   220 -9999   310    30 -9999 -9999 -9999
2018 09 11 11   230   230 -9999   330    20 -9999 -9999 -9999
2018 09 11 12   229   224 10115   290    30     8 -9999    30
2018 09 11 13   240   230 -9999   340    20 -9999 -9999 -9999
2018 09 11 14   240   220 -9999   320    20 -9999 -9999 -9999
2018 09 11 15   232   224 10118   320    20     9 -9999 -9999
2018 09 11 16   240   220 -9999   340    20 -9999 -9999 -9999
2018 09 11 17   240   220 -9999   360    20 -9999 -9999 -9999
2018 09 11 18   232   222 10111   290    30     9 -9999     2
2018 09 11 19   240   220 -9999   320    20 -9999 -9999 -9999
2018 09 11 20   240   220 -9999   300    20 -9999 -9999 -9999
2018 09 11 21   235   219 10109   320    20     9 -9999 -9999
2018 09 11 22   240   230 -9999 -9999    10 -9999 -9999 -9999
2018 09 11 23   250   230 -9999 -9999    10 -9999 -9999 -9999
2018 09 12 00   251   224 10115   320    20     6 -9999 -9999
2018 09 12 01   270   220 -9999   360    20 -9999 -9999 -9999
2018 09 12 02   270   220 -9999    50    40 -9999 -9999 -9999
2018 09 12 03   291   233 10116   220    10     7 -9999 -9999
2018 09 12 04   280   230 -9999    50    50 -9999 -9999 -9999
2018 09 12 05   290   230 -9999    60    60 -9999 -9999 -9999
2018 09 12 06   315   244 10097   160    40     4 -9999 -9999
2018 09 12 07   280   230 -9999    60    80 -9999 -9999 -9999
2018 09 12 08   280   230 -9999    50    80 -9999 -9999 -9999
2018 09 12 09   283   225 10096    90    30     4 -9999 -9999
2018 09 12 10   250   230 -9999    30    60 -9999 -9999 -9999
2018 09 12 11   260   230 -9999    30    50 -9999 -9999 -9999
2018 09 12 12   274   221 10113    20    20     7 -9999 -9999
2018 09 12 13   260   230 -9999    30    50 -9999 -9999 -9999
2018 09 12 14   260   230 -9999    30    50 -9999 -9999 -9999
2018 09 12 15   265   226 10121   340    20     9 -9999 -9999
2018 09 12 16   250   240 -9999    40    50 -9999 -9999 -9999
2018 09 12 17   250   240 -9999    30    40 -9999 -9999 -9999
2018 09 12 18   264   225 10112   360    20     9 -9999 -9999
2018 09 12 19   260   240 -9999    20    40 -9999 -9999 -9999
2018 09 12 20   260   240 -9999    20    40 -9999 -9999 -9999
2018 09 12 21   263   224 10109    20    30     9 -9999 -9999
2018 09 12 22   260   240 -9999    10    30 -9999 -9999 -9999
2018 09 12 23   260   240 -9999    20    40 -9999 -9999 -9999
2018 09 13 00   272   228 10121    20    20     7 -9999 -9999
2018 09 13 01   270   240 -9999    20    60 -9999 -9999 -9999
2018 09 13 02   290   240 -9999    30    80 -9999 -9999 -9999
2018 09 13 03   293   233 10123    20    30     7 -9999 -9999
2018 09 13 04   300   240 -9999    50    80 -9999 -9999 -9999
2018 09 13 05   300   240 -9999    40    90 -9999 -9999 -9999
2018 09 13 06   313   239 10110   360    10     7 -9999 -9999
2018 09 13 07   300   240 -9999    50    80 -9999 -9999 -9999
2018 09 13 08   300   240 -9999    40    80 -9999 -9999 -9999
2018 09 13 09   294   231 10110   110    30     6 -9999 -9999
2018 09 13 10   270   250 -9999    30    60 -9999 -9999 -9999
2018 09 13 12   278   223 10123    20    20     2 -9999 -9999
2018 09 13 13   260   250 -9999    30    50 -9999 -9999 -9999
2018 09 13 14   260   250 -9999    30    50 -9999 -9999 -9999
2018 09 13 15   269   221 10130    70    30     9 -9999 -9999
2018 09 13 16   260   250 -9999    30    50 -9999 -9999 -9999
2018 09 13 17   260   250 -9999    20    50 -9999 -9999 -9999
2018 09 13 18   259   226 10122   320    20     9 -9999 -9999
2018 09 13 19   260   240 -9999    30    50 -9999 -9999 -9999
2018 09 13 20   260   240 -9999    30    50 -9999 -9999 -9999
2018 09 13 21   259   224 10122   340    20     9 -9999 -9999
2018 09 13 22   260   240 -9999    30    60 -9999 -9999 -9999
2018 09 13 23   270   240 -9999    30    70 -9999 -9999 -9999
2018 09 14 00   276   223 10131    20    30     4 -9999 -9999
2018 09 14 01   290   240 -9999    40    80 -9999 -9999 -9999
2018 09 14 02   300   240 -9999    50    90 -9999 -9999 -9999
2018 09 14 03   311   219 10126    70    20     5 -9999 -9999
2018 09 14 04   310   230 -9999    40   100 -9999 -9999 -9999
2018 09 14 05   310   240 -9999    40    90 -9999 -9999 -9999
2018 09 14 06   318   213 10105    90    20     6 -9999 -9999
2018 09 14 07   300   240 -9999    50    70 -9999 -9999 -9999
2018 09 14 08   300   240 -9999    50    80 -9999 -9999 -9999
2018 09 14 09   293   223 10107   110    20     5 -9999 -9999
2018 09 14 10   280   240 -9999    50    70 -9999 -9999 -9999
2018 09 14 11   270   240 -9999    30    60 -9999 -9999 -9999
2018 09 14 12   276   209 10119    40    20     1 -9999 -9999
2018 09 14 13   260   250 -9999    30    60 -9999 -9999 -9999
2018 09 14 14   270   250 -9999    30    80 -9999 -9999 -9999
2018 09 14 15   268   211 10124    70    20     9 -9999 -9999
2018 09 14 16   270   240 -9999    40    90 -9999 -9999 -9999
2018 09 14 17   260   250 -9999    30    80 -9999 -9999 -9999
2018 09 14 18   270   215 10107    20    40     9 -9999 -9999
2018 09 14 19   260   240 -9999    30    80 -9999 -9999 -9999
2018 09 14 20   260   250 -9999    30    90 -9999 -9999 -9999
2018 09 14 21   268   216 10107   360    40     9 -9999 -9999
2018 09 14 22   260   240 -9999    30    90 -9999 -9999 -9999
2018 09 14 23   270   240 -9999    30   100 -9999 -9999 -9999
2018 09 15 00   275   215 10112    40    30     6 -9999 -9999
2018 09 15 01   280   240 -9999    30   110 -9999 -9999 -9999
2018 09 15 02   280   240 -9999    30   120 -9999 -9999 -9999
2018 09 15 03   297   219 10106    20    60     7 -9999 -9999
2018 09 15 04   300   250 -9999    30   120 -9999 -9999 -9999
2018 09 15 05   300   250 -9999    40   150 -9999 -9999 -9999
2018 09 15 06   299   221 10080    40    60     7 -9999 -9999
2018 09 15 07   280   250 -9999    30   130 -9999 -9999 -9999
2018 09 15 08   280   250 -9999    30   130 -9999 -9999 -9999
2018 09 15 09   290   227 10078    90    20     8 -9999 -9999
2018 09 15 10   270   250 -9999    40   120 -9999 -9999 -9999
2018 09 15 11   270   250 -9999    40   120 -9999 -9999 -9999
2018 09 15 12   288   230 10092    70    50     7 -9999 -9999
2018 09 15 13   270   260 -9999    40   120 -9999 -9999 -9999
2018 09 15 14   270   260 -9999    40   120 -9999 -9999 -9999
2018 09 15 15   290   230 10086    70    20     9 -9999 -9999
2018 09 15 16   270   260 -9999    30   110 -9999 -9999 -9999
2018 09 16 03   294   236 10088    70    40     7 -9999 -9999
2018 09 16 04   290   260 -9999    40    80 -9999 -9999 -9999
2018 09 16 05   310   260 -9999    50    80 -9999 -9999 -9999
2018 09 16 06   298   247 10079    70    30     7 -9999    -1
2018 09 16 07   290   260 -9999    40    70 -9999 -9999 -9999
2018 09 16 08   290   260 -9999    10    30 -9999 -9999 -9999
2018 09 16 09   296   249 10083   320    40     7 -9999 -9999
2018 09 16 10   280   250 -9999    10    30     0 -9999 -9999
2018 09 16 11   280   260 -9999 -9999    10 -9999 -9999 -9999
2018 09 16 12   270   252 10110   290    30     8 -9999    10
2018 09 16 13   280   250 -9999   350    20 -9999 -9999 -9999
2018 09 16 14   280   250 -9999 -9999    10 -9999 -9999 -9999
2018 09 16 15   259   239 10119   320    30     9 -9999 -9999
2018 09 16 16   280   250 -9999 -9999    10 -9999 -9999 -9999
2018 09 16 17   270   250 -9999   340    10 -9999 -9999 -9999
2018 09 16 18   255   236 10120   290    20     9 -9999 -9999
2018 09 16 21   250   234 10124   320    20     9 -9999 -9999
2018 09 16 22   260   240 -9999   290    20 -9999 -9999 -9999
2018 09 16 23   270   250 -9999   290    30 -9999 -9999 -9999
